HGNC.ID,HGNCsymbol,Approved.name,OMIM.ID,UniProt.ID,Mendelian.noXY,PathogenicMut.ClinVar,Autosomal.Recessive,Autosomal.Dominant,HaploinsufficientLv3.ClinGen,Haploinsufficient.Tx61,Homo.LoF.tolerant,Essential.CRISPR,NonEssential.CRISPR,Kinase,DRG.Wood,Detected.all.4673,Detected.K.2623,Detected.C.3817,Detected.CK.1767
HGNC:23435,CARNMT1,carnosine N-methyltransferase 1,616552,Q8N4J0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:29268,CARNS1,carnosine synthase 1,613368,A5YM72,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25695,CARS2,"cysteinyl-tRNA synthetase 2, mitochondrial",612800,Q9HA77,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
HGNC:24323,CARTPT,CART prepropeptide,602606,Q16568,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:17040,CASC3,CASC3 exon junction complex subunit,606504,O15234,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:16014,CASD1,CAS1 domain containing 1,611686,Q96PB1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1497,CASK,calcium/calmodulin dependent serine protein kinase,300172,O14936,False,True,False,False,True,True,False,False,False,False,False,True,True,True,True
HGNC:20879,CASKIN1,CASK interacting protein 1,612184,Q8WXD9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:18200,CASKIN2,CASK interacting protein 2,612185,Q8WXE0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1499,CASP1,caspase 1,147678,P29466,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1503,CASP2,caspase 2,600639,P42575,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:1504,CASP3,caspase 3,600636,P42574,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:1505,CASP4,caspase 4,602664,P49662,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1506,CASP5,caspase 5,602665,P51878,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:1507,CASP6,caspase 6,601532,P55212,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:1508,CASP7,caspase 7,601761,P55210,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:1509,CASP8,caspase 8,601763,Q14790,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:1510,CASP8AP2,caspase 8 associated protein 2,606880,Q9UKL3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1511,CASP9,caspase 9,602234,P55211,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:1500,CASP10,caspase 10,601762,Q92851,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
HGNC:19004,CASP12,caspase 12 (gene/pseudogene),608633,Q6UXS9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1502,CASP14,caspase 14,605848,P31944,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1512,CASQ1,calsequestrin 1,114250,P31415,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1513,CASQ2,calsequestrin 2,114251,O14958,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1514,CASR,calcium sensing receptor,601199,P41180,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:15878,CASS4,Cas scaffold protein family member 4,618888,Q9NQ75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1515,CAST,calpastatin,114090,P20810,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:34423,CASTOR1,cytosolic arginine sensor for mTORC1 subunit 1,617034,Q8WTX7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:37073,CASTOR2,cytosolic arginine sensor for mTORC1 subunit 2,617033,A6NHX0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:29954,CASTOR3,CASTOR family member 3,,Q8NAP1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26002,CASZ1,castor zinc finger 1,609895,Q86V15,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:1516,CAT,catalase,115500,P04040,True,True,False,True,False,False,False,False,False,False,False,True,True,True,True
HGNC:25062,CATIP,ciliogenesis associated TTC17 interacting protein,,Q7Z7H3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:17116,CATSPER1,cation channel sperm associated 1,606389,Q8NEC5,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:18810,CATSPER2,cation channel sperm associated 2,607249,Q96P56,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:20819,CATSPER3,cation channel sperm associated 3,609120,Q86XQ3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:23220,CATSPER4,cation channel sperm associated 4,609121,Q7RTX7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
HGNC:20500,CATSPERB,cation channel sperm associated auxiliary subunit beta,611169,Q9H7T0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:28598,CATSPERD,cation channel sperm associated auxiliary subunit delta,617490,Q86XM0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:28491,CATSPERE,catsper channel auxiliary subunit epsilon,617510,Q5SY80,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25243,CATSPERG,cation channel sperm associated auxiliary subunit gamma,613452,Q6ZRH7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:19231,CATSPERZ,catsper channel auxiliary subunit zeta,617511,Q9NTU4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1527,CAV1,caveolin 1,601047,Q03135,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False
HGNC:1528,CAV2,caveolin 2,601048,P51636,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1529,CAV3,caveolin 3,601253,P56539,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:9688,CAVIN1,caveolae associated protein 1,603198,Q6NZI2,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
HGNC:10690,CAVIN2,caveolae associated protein 2,606728,O95810,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
HGNC:9400,CAVIN3,caveolae associated protein 3,618303,Q969G5,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
HGNC:33742,CAVIN4,caveolae associated protein 4,617714,Q5BKX8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:28617,CBARP,CACN subunit beta associated regulatory protein,,Q8N350,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1536,CBFA2T2,CBFA2/RUNX1 partner transcriptional co-repressor 2,603672,O43439,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:1537,CBFA2T3,CBFA2/RUNX1 partner transcriptional co-repressor 3,603870,O75081,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1539,CBFB,core-binding factor subunit beta,121360,Q13951,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:1541,CBL,Cbl proto-oncogene,165360,P22681,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False
HGNC:1542,CBLB,Cbl proto-oncogene B,604491,Q13191,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:15961,CBLC,Cbl proto-oncogene C,608453,Q9ULV8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:21225,CBLL1,Cbl proto-oncogene like 1,606872,Q75N03,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26371,CBLL2,Cbl proto-oncogene like 2,,Q8N7E2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
HGNC:1543,CBLN1,cerebellin 1 precursor,600432,P23435,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1544,CBLN2,cerebellin 2 precursor,600433,Q8IUK8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:20146,CBLN3,cerebellin 3 precursor,612978,Q6UW01,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:16231,CBLN4,cerebellin 4 precursor,615029,Q9NTU7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1548,CBR1,carbonyl reductase 1,114830,P16152,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:1549,CBR3,carbonyl reductase 3,603608,O75828,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:25891,CBR4,carbonyl reductase 4,,Q8N4T8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1550,CBS,cystathionine beta-synthase,613381,P35520,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:51829,CBSL,cystathionine beta-synthase like,,P0DN79,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:17134,CBWD1,COBW domain containing 1,611078,Q9BRT8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:17907,CBWD2,COBW domain containing 2,611079,Q8IUF1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:18519,CBWD3,COBW domain containing 3,611080,Q5JTY5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:24584,CBWD5,COBW domain containing 5,,Q5RIA9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:31978,CBWD6,COBW domain containing 6,,Q4V339,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1551,CBX1,chromobox 1,604511,P83916,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:1552,CBX2,chromobox 2,602770,Q14781,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:1553,CBX3,chromobox 3,604477,Q13185,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:1554,CBX4,chromobox 4,603079,O00257,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:1555,CBX5,chromobox 5,604478,P45973,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:1556,CBX6,chromobox 6,617438,O95503,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:1557,CBX7,chromobox 7,608457,O95931,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:15962,CBX8,chromobox 8,617354,Q9HC52,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:1307,CBY1,"chibby family member 1, beta catenin antagonist",607757,Q9Y3M2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:33278,CBY3,chibby family member 3,,A6NI87,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:30237,CC2D1A,coiled-coil and C2 domain containing 1A,610055,Q6P1N0,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:29386,CC2D1B,coiled-coil and C2 domain containing 1B,,Q5T0F9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:29253,CC2D2A,coiled-coil and C2 domain containing 2A,612013,Q9P2K1,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:31666,CC2D2B,coiled-coil and C2 domain containing 2B,,Q6DHV5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:24236,CCAR1,cell division cycle and apoptosis regulator 1,612569,Q8IX12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:23360,CCAR2,cell cycle and apoptosis regulator 2,607359,Q8N163,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:29426,CCBE1,collagen and calcium binding EGF domains 1,612753,Q6UXH8,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:23813,CCDC3,coiled-coil domain containing 3,,Q9BQI4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:18782,CCDC6,coiled-coil domain containing 6,601985,Q16204,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
HGNC:26533,CCDC7,coiled-coil domain containing 7,,Q96M83,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25367,CCDC8,coiled-coil domain containing 8,614145,Q9H0W5,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:24560,CCDC9,coiled-coil domain containing 9,,Q9Y3X0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:33488,CCDC9B,coiled-coil domain containing 9B,,Q6ZUT6,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:28332,CCDC12,coiled-coil domain containing 12,,Q8WUD4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26358,CCDC13,coiled-coil domain containing 13,,Q8IYE1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
HGNC:25766,CCDC14,coiled-coil domain containing 14,617147,Q49A88,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25798,CCDC15,coiled-coil domain containing 15,,Q0P6D6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26574,CCDC17,coiled-coil domain containing 17,,Q96LX7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:30370,CCDC18,coiled-coil domain containing 18,,Q5T9S5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:28909,CCDC22,coiled-coil domain containing 22,300859,O60826,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
HGNC:28688,CCDC24,coiled-coil domain containing 24,,Q8N4L8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25591,CCDC25,coiled-coil domain containing 25,,Q86WR0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True
HGNC:26546,CCDC27,coiled-coil domain containing 27,,Q2M243,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:21098,CCDC28A,coiled-coil domain containing 28A,615353,Q8IWP9,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:28163,CCDC28B,coiled-coil domain containing 28B,610162,Q9BUN5,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:26103,CCDC30,coiled-coil domain containing 30,,Q5VVM6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:28295,CCDC32,coiled-coil domain containing 32,618941,Q9BV29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26552,CCDC33,coiled-coil domain containing 33,618525,Q8N5R6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25079,CCDC34,coiled-coil domain containing 34,612324,Q96HJ3,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:26843,CCDC38,coiled-coil domain containing 38,,Q502W7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25244,CCDC39,coiled-coil domain containing 39,613798,Q9UFE4,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26090,CCDC40,coiled-coil domain containing 40,613799,Q4G0X9,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26528,CCDC42,coiled-coil domain containing 42,,Q96M95,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26472,CCDC43,coiled-coil domain containing 43,,Q96MW1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:24856,CCDC47,coiled-coil domain containing 47,618260,Q96A33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:18111,CCDC50,coiled-coil domain containing 50,611051,Q8IVM0,True,True,False,True,False,False,False,False,False,False,False,True,True,True,True
HGNC:25714,CCDC51,coiled-coil domain containing 51,618585,Q96ER9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:30703,CCDC54,coiled-coil domain containing 54,,Q8NEL0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:27564,CCDC57,coiled-coil domain containing 57,,Q2TAC2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:31136,CCDC58,coiled-coil domain containing 58,,Q4VC31,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
HGNC:25005,CCDC59,coiled-coil domain containing 59,,Q9P031,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:28610,CCDC60,coiled-coil domain containing 60,,Q8IWA6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
HGNC:33629,CCDC61,coiled-coil domain containing 61,,Q9Y6R9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:30723,CCDC62,coiled-coil domain containing 62,613481,Q6P9F0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26669,CCDC63,coiled-coil domain containing 63,617969,Q8NA47,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:29937,CCDC65,coiled-coil domain containing 65,611088,Q8IXS2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:27709,CCDC66,coiled-coil domain containing 66,,A2RUB6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
HGNC:24350,CCDC68,coiled-coil domain containing 68,616909,Q9H2F9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:24487,CCDC69,coiled-coil domain containing 69,,A6NI79,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25303,CCDC70,coiled-coil domain containing 70,,Q6NSX1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25760,CCDC71,coiled-coil domain containing 71,,Q8IV32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26685,CCDC71L,coiled-coil domain containing 71 like,,Q8N9Z2,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:23261,CCDC73,coiled-coil domain containing 73,612328,Q6ZRK6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25197,CCDC74A,coiled-coil domain containing 74A,,Q96AQ1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25267,CCDC74B,coiled-coil domain containing 74B,,Q96LY2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:28203,CCDC77,coiled-coil domain containing 77,,Q9BR77,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:14153,CCDC78,coiled-coil domain containing 78,614666,A2IDD5,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:30649,CCDC80,coiled-coil domain containing 80,608298,Q76M96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26281,CCDC81,coiled-coil domain containing 81,,Q6ZN84,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26282,CCDC82,coiled-coil domain containing 82,,Q8N4S0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:28535,CCDC83,coiled-coil domain containing 83,,Q8IWF9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
HGNC:29400,CCDC85A,coiled-coil domain containing 85A,,Q96PX6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:24926,CCDC85B,coiled-coil domain containing 85B,605360,Q15834,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:35459,CCDC85C,coiled-coil domain containing 85C,,A6NKD9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:28359,CCDC86,coiled-coil domain containing 86,611293,Q9H6F5,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:25579,CCDC87,coiled-coil domain containing 87,,Q9NVE4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25523,CCDC88A,coiled-coil domain containing 88A,609736,Q3V6T2,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:26757,CCDC88B,coiled-coil domain containing 88B,611205,A6NC98,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:19967,CCDC88C,coiled-coil domain containing 88C,611204,Q9P219,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:26762,CCDC89,coiled-coil domain containing 89,,Q8N998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:28108,CCDC90B,coiled-coil domain containing 90B,,Q9GZT6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:24855,CCDC91,coiled-coil domain containing 91,617366,Q7Z6B0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:29563,CCDC92,coiled-coil domain containing 92,,Q53HC0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25611,CCDC93,coiled-coil domain containing 93,,Q567U6,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
HGNC:26900,CCDC96,coiled-coil domain containing 96,,Q2M329,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:28289,CCDC97,coiled-coil domain containing 97,,Q96F63,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:28097,CCDC102A,coiled-coil domain containing 102A,,Q96A19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26295,CCDC102B,coiled-coil domain containing 102B,,Q68D86,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:32700,CCDC103,coiled-coil domain containing 103,614677,Q8IW40,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26866,CCDC105,coiled-coil domain containing 105,,Q8IYK2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:30181,CCDC106,coiled-coil domain containing 106,613478,Q9BWC9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:28465,CCDC107,coiled-coil domain containing 107,,Q8WV48,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:28504,CCDC110,coiled-coil domain containing 110,609488,Q8TBZ0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:28599,CCDC112,coiled-coil domain containing 112,,Q8NEF3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25002,CCDC113,coiled-coil domain containing 113,616070,Q9H0I3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26560,CCDC114,coiled-coil domain containing 114,615038,Q96M63,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:28178,CCDC115,coiled-coil domain containing 115,613734,Q96NT0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26688,CCDC116,coiled-coil domain containing 116,,Q8IYX3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26599,CCDC117,coiled-coil domain containing 117,,Q8IWD4,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:28910,CCDC120,coiled-coil domain containing 120,300947,Q96HB5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25833,CCDC121,coiled-coil domain containing 121,,Q6ZUS5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
HGNC:26478,CCDC122,coiled-coil domain containing 122,613408,Q5T0U0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25171,CCDC124,coiled-coil domain containing 124,,Q96CT7,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
HGNC:28924,CCDC125,coiled-coil domain containing 125,613781,Q86Z20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:22398,CCDC126,coiled-coil domain containing 126,,Q96EE4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:30520,CCDC127,coiled-coil domain containing 127,,Q96BQ5,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
HGNC:28118,CCDC130,coiled-coil domain containing 130,,P13994,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26185,CCDC134,coiled-coil domain containing 134,618788,Q9H6E4,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
HGNC:22225,CCDC136,coiled-coil domain containing 136,611902,Q96JN2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:33451,CCDC137,coiled-coil domain containing 137,614271,Q6PK04,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26531,CCDC138,coiled-coil domain containing 138,,Q96M89,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26514,CCDC140,CCDC140 long non-coding RNA,,Q96MF4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26821,CCDC141,coiled-coil domain containing 141,616031,Q6ZP82,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25889,CCDC142,coiled-coil domain containing 142,,Q17RM4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:29072,CCDC144A,coiled-coil domain containing 144A,,A2RUR9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:33735,CCDC144NL,CCDC144A N-terminal pseudogene,,Q6NUI1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:29296,CCDC146,coiled-coil domain containing 146,,Q8IYE0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:25191,CCDC148,coiled-coil domain containing 148,,Q8NFR7,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
HGNC:25405,CCDC149,coiled-coil domain containing 149,,Q6ZUS6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26834,CCDC150,coiled-coil domain containing 150,,Q8NCX0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:28303,CCDC151,coiled-coil domain containing 151,615956,A5D8V7,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:34438,CCDC152,coiled-coil domain containing 152,,Q4G0S7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:27446,CCDC153,coiled-coil domain containing 153,,Q494R4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:34454,CCDC154,coiled-coil domain containing 154,618740,A6NI56,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:33854,CCDC157,coiled-coil domain containing 157,,Q569K6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26374,CCDC158,coiled-coil domain containing 158,,Q5M9N0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26996,CCDC159,coiled-coil domain containing 159,,P0C7I6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:37286,CCDC160,coiled-coil domain containing 160,,A6NGH7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:27003,CCDC163,coiled-coil domain containing 163,,A0A0D9SF12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:41910,CCDC166,coiled-coil domain containing 166,,P0CW27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:21239,CCDC167,coiled-coil domain containing 167,,Q9P0B6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:26851,CCDC168,coiled-coil domain containing 168,,Q8NDH2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:34361,CCDC169,coiled-coil domain containing 169,,A6NNP5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:21177,CCDC170,coiled-coil domain containing 170,,Q8IYT3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:29828,CCDC171,coiled-coil domain containing 171,,Q6TFL3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HGNC:30524,CCDC172,coiled-coil domain containing 172,,P0C7W6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
HGNC:25064,CCDC173,coiled-coil domain containing 173,,Q0VFZ6,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
